,0-0,0-1,0-2,0-3,1-0,1-1,1-2,1-3,2-0,2-1,2-2,2-3,3-0,3-1,3-2,3-3,4-0,4-1,4-2,4-3,ActualResult,PredictedResult
0,0.10130703041676994,0.0726211458583335,0.02831358583808457,0.02713923816093153,0.1418829818750291,0.1038808014379041,0.0502226188984809,0.022477837047906443,0.10265057356562939,0.09898537720904288,0.04412999549236075,0.015994075093737365,0.05832193225760572,0.037923717673148775,0.013739216973160127,0.006790818193300174,0.04283553302757977,0.01939941473301087,0.01138410624798396,6.890004649340129e-63,1-0,1-0
1,0.1095195738189273,0.04382593424603066,0.0156812130488871,0.0115652181540353,0.1842473683775968,0.14350930009379603,0.04553614173319128,0.008681854315261937,0.08721519023914484,0.12412304587695863,0.056029534733850986,0.018400483945104948,0.0277848360751464,0.04060422847126122,0.025300614667628642,0.012853646359347637,0.028803735604014852,0.009143186746984517,0.006644160138025066,0.0005307333548058986,2-2,1-0
2,0.08595761719651124,0.09651235096090781,0.04019865477002966,0.047144151957773266,0.10454246129628776,0.07298154395735901,0.04879163349487144,0.04211621854500247,0.10484143189808794,0.0749246716533316,0.03308491152122055,0.012936246299382063,0.09298085578512813,0.03241769298026975,0.007736825908910543,0.0037440056437555397,0.052380092529590555,0.03118476079943028,0.015523872802150252,2.937912494815096e-108,4-0,2-0
3,0.09668162749982816,0.08124893305255947,0.03242780992006166,0.03338601316689904,0.12880136014061067,0.09272486803458013,0.050285040096969276,0.02840314236972444,0.10461618023253312,0.09072015922151061,0.04030820323151416,0.015007037403568468,0.06959746540093942,0.03628762048432868,0.011339134686377506,0.0055626917346932574,0.04653148976308894,0.02321790116064061,0.012853322399572315,5.850041703523211e-79,1-1,1-0
4,0.09690771252823038,0.08086547809227043,0.03224119956229094,0.03308860003629585,0.12938976248879894,0.09321835462532854,0.05029527500126424,0.02811659136968554,0.10455507320729338,0.09109596773654971,0.04048128271820239,0.015053477754717694,0.069070748498267,0.03636822212220072,0.011439265641367588,0.005613683111764535,0.04637264436675115,0.023039185806618397,0.012787475332102729,3.030684177655148e-78,0-2,1-0
5,0.10406038270939028,0.06638532961064199,0.025441764759646553,0.023141115460826426,0.15118193724509546,0.11206748975831776,0.04980421876884847,0.01879323373496782,0.10048076488996446,0.10473762467551498,0.04681078361568069,0.016634454187112215,0.050851350659301686,0.03887929470830703,0.015698971525064876,0.007802222907362935,0.040013680965711625,0.016878188071459358,0.010337191746785473,4.172787704928272e-51,1-1,1-0
6,0.08143839090696349,0.10166259213959271,0.043009915248453386,0.05290308575726699,0.0957990906171957,0.0661295508355493,0.04772876819458329,0.04811337879290727,0.10377669464459253,0.06909637450087061,0.030442355485130555,0.012118273120931972,0.1022452458031242,0.030767277367034013,0.006653497790742776,0.0032037134109661044,0.054100758451179926,0.03435900209116301,0.0164520348417521,5.547198737908556e-119,4-0,2-0
7,0.10046087450973601,0.07434136084816956,0.029120305007065573,0.028314410851153063,0.1392979840650663,0.1016445210291161,0.05028329634600746,0.023577263034636784,0.1031395831375579,0.0973675159503291,0.04337927507318085,0.01580675759794938,0.06047845718925691,0.03762676817701731,0.013234333184305468,0.006531473621330632,0.04359224417229262,0.020128526769178066,0.011675049436650814,4.2113748583214404e-66,1-2,1-0
8,0.10046087450973601,0.07434136084816956,0.029120305007065573,0.028314410851153063,0.1392979840650663,0.1016445210291161,0.05028329634600746,0.023577263034636784,0.1031395831375579,0.0973675159503291,0.04337927507318085,0.01580675759794938,0.06047845718925691,0.03762676817701731,0.013234333184305468,0.006531473621330632,0.04359224417229262,0.020128526769178066,0.011675049436650814,4.2113748583214404e-66,2-0,1-0
9,0.09885804348131802,0.077409942768265,0.030575777538575582,0.030494888173175454,0.13466020599492126,0.09767253862684676,0.0503323055794602,0.025636181395606528,0.10389281999731036,0.09444554235642895,0.04202675501762253,0.015461012349000176,0.06443546546515508,0.03706111252164073,0.012367627268334323,0.006087488489047196,0.044917974559879566,0.021467862785024168,0.012196455632388132,8.137674574288594e-72,2-2,1-0
10,0.10596019173678912,0.06123008501409079,0.02312667063347525,0.02012026992633137,0.1588065080748029,0.11896204779484527,0.04922201635604245,0.01606960765004763,0.09821692052090221,0.10936880850464273,0.048983896921564976,0.01711790993477825,0.04505766610198528,0.03952431561263868,0.0174977537591952,0.008736848641299916,0.037590061012473204,0.01492794583151792,0.009480475972576903,4.125021569607738e-41,0-1,1-0
