,Year,Month,Day,HomeTeam,AwayTeam,HomeScore,AwayScore,Tournament,Location,RatingTeam1,RatingTeam2,MatchName,Date,TotalGoals,Result,NewResult,HigherRating,LowerRating,HigherTeam,LowerTeam,HigherTeamScoring,HigherTeamConceding,LowerTeamScoring,LowerTeamConceding,HigherTeamExpectedScoring,HigherTeamExpectedConceding,RatingTotal,RatingDifferenceAbsolute,RatingDifferenceRelative
4284,2021,6,14,Spain,Sweden,0,0,European Championship,,2016,1867,Spain-Sweden,2021-06-14,0,0-0,0-0,2016,1867,Spain,Sweden,2.2505423113361576,0.4944746636667151,1.797014976400628,0.8739874863744723,1.3765548249616852,-1.302540312733913,3883,149,1.0798071772897697
4285,2021,6,14,Slovakia,Poland,2,1,European Championship,RU,1691,1761,Slovakia-Poland,2021-06-14,3,2-1,1-2,1761,1691,Poland,Slovakia,1.7436618281193734,1.3637717732600771,0.9659550682665686,0.9516865306126661,0.7919752975067074,0.3978167049935085,3452,70,1.0413956238911886
4286,2021,6,14,Scotland,Czechia,0,2,European Championship,,1639,1807,Scotland-Czechia,2021-06-14,2,0-2,2-0,1807,1639,Czechia,Scotland,1.609407266591088,1.4550074155115467,1.5459476203559093,0.8864890747610057,0.7229181918300822,-0.0909402048443626,3446,168,1.1025015253203172
4287,2021,6,14,Paraguay,Bolivia,3,1,Copa Am̩rica,BR,1794,1609,Paraguay-Bolivia,2021-06-14,4,3-1,3-1,1794,1609,Paraguay,Bolivia,0.8145398121155124,1.098511170581161,1.4106169400870294,1.928273962813057,-1.1137341506975447,-0.31210576950586844,3403,185,1.1149782473586078
4288,2021,6,14,Argentina,Chile,1,1,Copa Am̩rica,BR,1970,1826,Argentina-Chile,2021-06-14,2,1-1,1-1,1970,1826,Argentina,Chile,1.7538111589798788,0.9867999919590901,1.3049472469562413,1.2005555758189088,0.55325558316097,-0.31814725499715124,3796,144,1.0788608981380066
4297,2021,6,15,Iran,Iraq,1,0,World Cup and Asian Cup qualifier,BH,1804,1621,Iran-Iraq,2021-06-15,1,1-0,1-0,1804,1621,Iran,Iraq,4.115819634251315,0.43552150219834335,2.0436901537312258,0.6138253617008773,3.501994272550437,-1.6081686515328824,3425,183,1.1128932757557064
4305,2021,6,15,Hungary,Portugal,0,3,European Championship,,1720,2061,Hungary-Portugal,2021-06-15,3,0-3,3-0,2061,1720,Portugal,Hungary,2.304437235752226,0.5739032852305459,1.680333435592944,0.6633876141664496,1.6410496215857762,-1.1064301503623981,3781,341,1.1982558139534885
4306,2021,6,15,Germany,France,0,1,European Championship,,1915,2108,Germany-France,2021-06-15,1,0-1,1-0,2108,1915,France,Germany,2.2075056446462504,0.4461936218238208,2.625569069631797,1.346303031704528,0.8612026129417225,-2.179375447807976,4023,193,1.1007832898172323
4310,2021,6,16,Wales,Turkey,2,0,European Championship,AZ,1869,1757,Wales-Turkey,2021-06-16,2,2-0,2-0,1869,1757,Wales,Turkey,0.7783028339610132,0.8979851340673246,1.5483208709363296,1.397189865562562,-0.6188870316015489,-0.650335736869005,3626,112,1.0637450199203187
4311,2021,6,16,Russia,Finland,1,0,European Championship,,1746,1711,Russia-Finland,2021-06-16,1,1-0,1-0,1746,1711,Russia,Finland,1.1415807502253077,1.5885220825473865,1.0268467897084816,1.2936085953000829,-0.15202784507477518,0.5616752928389048,3457,35,1.0204558737580363
4312,2021,6,16,Italy,Switzerland,3,0,European Championship,,2044,1868,Italy-Switzerland,2021-06-16,3,3-0,3-0,2044,1868,Italy,Switzerland,3.245947024102328,0.07139629152581368,2.4910949451605564,1.0093936549297788,2.236553369172549,-2.4196986536347427,3912,176,1.094218415417559
4314,2021,6,17,Netherlands,Austria,2,0,European Championship,,1971,1758,Netherlands-Austria,2021-06-17,2,2-0,2-0,1971,1758,Netherlands,Austria,2.708716889575981,1.1171988863261093,1.4265745138843835,1.1447718804950553,1.5639450090809255,-0.3093756275582742,3729,213,1.121160409556314
4315,2021,6,17,Denmark,Belgium,1,2,European Championship,,1909,2135,Denmark-Belgium,2021-06-17,3,1-2,2-1,2135,1909,Belgium,Denmark,2.7383756345544423,0.5633110150508103,2.219013483051287,0.6241080838642478,2.1142675506901947,-1.6557024680004766,4044,226,1.1183865898376113
4316,2021,6,17,Colombia,Venezuela,0,0,Copa Am̩rica,BR,1932,1772,Colombia-Venezuela,2021-06-17,0,0-0,0-0,1932,1772,Colombia,Venezuela,1.458410894577278,1.4165189635920783,0.8203488234331301,1.503920698236896,-0.04550980365961799,0.5961701401589482,3704,160,1.090293453724605
4317,2021,6,17,Brazil,Peru,4,0,Copa Am̩rica,,2163,1781,Brazil-Peru,2021-06-17,4,4-0,4-0,2163,1781,Brazil,Peru,2.3027516242548227,0.2966451464269732,0.8579562669559397,1.8604318072771306,0.44231981697769207,-0.5613111205289665,3944,382,1.214486243683324
4318,2021,6,18,Sweden,Slovakia,1,0,European Championship,RU,1880,1678,Sweden-Slovakia,2021-06-18,1,1-0,1-0,1880,1678,Sweden,Slovakia,1.4702849806914229,0.7150806706700228,1.153963237672647,0.9604707977739995,0.5098141829174234,-0.4388825670026242,3558,202,1.1203814064362336
4319,2021,6,18,England,Scotland,0,0,European Championship,,1969,1661,England-Scotland,2021-06-18,0,0-0,0-0,1969,1661,England,Scotland,1.8315041441285635,0.2872895309404199,1.2648662348366528,1.0889456066226408,0.7425585375059227,-0.9775767038962329,3630,308,1.185430463576159
4320,2021,6,18,Croatia,Czechia,1,1,European Championship,SQ,1815,1808,Croatia-Czechia,2021-06-18,2,1-1,1-1,1815,1808,Croatia,Czechia,1.0514485413198267,1.1667330602808013,1.6804241272108902,1.1904606126912654,-0.13901207137143867,-0.5136910669300889,3623,7,1.0038716814159292
4322,2021,6,18,Argentina,Uruguay,1,0,Copa Am̩rica,BR,1993,1913,Argentina-Uruguay,2021-06-18,1,1-0,1-0,1993,1913,Argentina,Uruguay,1.6167545846199007,0.9891999934210736,1.0850730203664276,0.9231953695655037,0.693559215054397,-0.09587302694535405,3906,80,1.0418191322530057
4324,2021,6,19,Spain,Poland,1,1,European Championship,,1997,1780,Spain-Poland,2021-06-19,2,1-1,1-1,1997,1780,Spain,Poland,1.8413528001841288,0.40457017936367595,1.6084505866431236,1.4794496326673356,0.3619031675167932,-1.2038804072794476,3777,217,1.1219101123595505
4325,2021,6,19,Hungary,France,1,1,European Championship,,1737,2091,Hungary-France,2021-06-19,2,1-1,1-1,2091,1737,France,Hungary,1.9879591638014775,0.36506750876494426,1.374818265485136,1.0882262297725496,0.899732934028928,-1.0097507567201918,3828,354,1.2037996545768566
4327,2021,6,20,Switzerland,Turkey,3,1,European Championship,AZ,1894,1731,Switzerland-Turkey,2021-06-20,4,3-1,3-1,1894,1731,Switzerland,Turkey,2.0381685914950007,1.3713220813061826,1.2668079853115424,1.5067917081875506,0.5313768833074501,0.10451409599464023,3625,163,1.094165222414789
4328,2021,6,20,Italy,Wales,1,0,European Championship,,2053,1860,Italy-Wales,2021-06-20,1,1-0,1-0,2053,1860,Italy,Wales,3.20122938335645,0.05841514761202937,1.000429591422647,0.7347151096914474,2.4665142736650023,-0.9420144438106177,3913,193,1.103763440860215
4329,2021,6,20,Peru,Colombia,2,1,Copa Am̩rica,BR,1816,1897,Peru-Colombia,2021-06-20,3,2-1,1-2,1897,1816,Colombia,Peru,1.1932452773814093,1.1589700611207912,0.7019642184184961,2.249444205954016,-1.0561989285726068,0.45700584270229505,3713,81,1.044603524229075
4330,2021,6,20,Ecuador,Venezuela,2,2,Copa Am̩rica,BR,1778,1772,Ecuador-Venezuela,2021-06-20,4,2-2,2-2,1778,1772,Ecuador,Venezuela,1.5202441823890156,1.497394589302998,0.6711944918998337,1.230480571284733,0.2897636111042825,0.8262000974031644,3550,6,1.0033860045146727
4332,2021,6,21,Denmark,Russia,4,1,European Championship,,1925,1730,Denmark-Russia,2021-06-21,5,4-1,4-1,1925,1730,Denmark,Russia,1.997374667951053,0.8742702504343846,1.115838795638888,1.2996998857205888,0.6976747822304641,-0.24156854520450344,3655,195,1.1127167630057804
4333,2021,6,21,Belgium,Finland,2,0,European Championship,RU,2141,1705,Belgium-Finland,2021-06-21,2,2-0,2-0,2141,1705,Belgium,Finland,2.6041255191809074,0.6427090123142993,0.8401473733978485,1.2402252143364314,1.363900304844476,-0.19743836108354917,3846,436,1.2557184750733137
4334,2021,6,21,Austria,Ukraine,1,0,European Championship,RO,1787,1786,Austria-Ukraine,2021-06-21,1,1-0,1-0,1787,1786,Austria,Ukraine,1.1671973295417681,1.300267902223227,1.703445311281237,1.3041934392230947,-0.13699610968132658,-0.40317740905801003,3573,1,1.0005599104143337
4335,2021,6,21,Chile,Uruguay,1,1,Copa Am̩rica,BR,1842,1908,Chile-Uruguay,2021-06-21,2,1-1,1-1,1908,1842,Uruguay,Chile,0.8877870166634407,0.9371598478263212,1.2041382396979796,0.9524380300936496,-0.06465101343020885,-0.2669783918716584,3750,66,1.0358306188925082
4336,2021,6,21,Argentina,Paraguay,1,0,Copa Am̩rica,BR,2005,1782,Argentina-Paraguay,2021-06-21,1,1-0,1-0,2005,1782,Argentina,Paraguay,1.5046173874162825,0.8093454491626965,1.211896209912692,1.0806000486573135,0.42401733875896896,-0.4025507607499955,3787,223,1.1251402918069584
4338,2021,6,22,Scotland,Croatia,1,3,European Championship,,1629,1847,Scotland-Croatia,2021-06-22,4,1-3,3-1,1847,1629,Croatia,Scotland,1.042094261079858,1.1364179584115646,1.034890555775443,0.8909554963276152,0.15113876475224286,0.10152740263612148,3476,218,1.1338244321669737
4339,2021,6,22,England,Czechia,1,0,European Championship,,1978,1799,England-Czechia,2021-06-22,1,1-0,1-0,1978,1799,England,Czechia,1.4985033906506429,0.23505507076943447,1.5567106495361829,1.1558314103837626,0.3426719802668803,-1.3216555787667483,3777,179,1.0994997220678155
4341,2021,6,23,Sweden,Poland,3,2,European Championship,RU,1898,1762,Sweden-Poland,2021-06-23,5,3-2,3-2,1898,1762,Sweden,Poland,1.3847786205657096,0.5850660032754732,1.4978232072534647,1.3922769721823656,-0.007498351616656018,-0.9127572039779915,3660,136,1.0771850170261068
4342,2021,6,23,Spain,Slovakia,5,0,European Championship,,2005,1670,Spain-Slovakia,2021-06-23,5,5-0,5-0,2005,1670,Spain,Slovakia,1.6883795637870145,0.5128301467520985,0.9441517399139838,0.9676579254514541,0.7207216383355604,-0.43132159316188534,3675,335,1.2005988023952097
4343,2021,6,23,Germany,Hungary,2,2,European Championship,,1939,1755,Germany-Hungary,2021-06-23,4,2-2,2-2,1939,1755,Germany,Hungary,2.484885079670872,1.4136408724633616,1.3066694899423839,1.0721850970866313,1.4126999825842406,0.10697138252097771,3694,184,1.1048433048433048
4344,2021,6,23,France,Portugal,2,2,European Championship,HU,2086,2024,France-Portugal,2021-06-23,4,2-2,2-2,2086,2024,France,Portugal,1.8083302249284816,0.4805097798985907,2.352557157817605,1.1114559182121835,0.6968743067162981,-1.8720473779190145,4110,62,1.0306324110671936
4346,2021,6,23,Ecuador,Peru,2,2,Copa Am̩rica,BR,1781,1813,Ecuador-Peru,2021-06-23,4,2-2,2-2,1813,1781,Peru,Ecuador,0.9379707241605877,2.0222725321441946,1.60747251286374,1.5887773912479073,-0.6508066670873196,0.4148000192804546,3594,32,1.0179674340258282
4347,2021,6,23,Brazil,Colombia,2,1,Copa Am̩rica,,2168,1892,Brazil-Colombia,2021-06-23,3,2-1,2-1,2168,1892,Brazil,Colombia,2.611342238026673,0.2427096652584326,1.1581097724029712,1.3118845954624654,1.2994576425642077,-0.9154001071445386,4060,276,1.145877378435518
4349,2021,6,24,Paraguay,Chile,2,0,Copa Am̩rica,BR,1826,1798,Paraguay-Chile,2021-06-24,2,2-0,2-0,1826,1798,Paraguay,Chile,0.9915514444740207,1.0659454943559836,1.1670221961165288,0.9610856609857132,0.03046578348830742,-0.10107670176054517,3624,28,1.0155728587319244
4351,2021,6,26,Italy,Austria,2,1,European Championship,EN,2062,1778,Italy-Austria,2021-06-26,3,2-1,2-1,2062,1778,Italy,Austria,2.8010058591098224,0.04779421168256948,1.1367978150796285,1.0638555563644585,1.7371503027453639,-1.089003603397059,3840,284,1.1597300337457819
4352,2021,6,26,Denmark,Wales,4,0,European Championship,NL,1963,1822,Denmark-Wales,2021-06-26,4,4-0,4-0,1963,1822,Denmark,Wales,2.361488364687225,0.89713020490086,0.8185333020730748,0.7829487261111843,1.5785396385760406,0.0785969028277852,3785,141,1.0773874862788144
4354,2021,6,27,Czechia,Netherlands,2,0,European Championship,HU,1854,1921,Czechia-Netherlands,2021-06-27,2,2-0,0-2,1921,1854,Netherlands,Czechia,2.6562484963277226,0.7478769404331805,1.2736723496205131,1.1274984266776238,1.5287500696500989,-0.5257954091873326,3775,67,1.0361380798274002
4355,2021,6,27,Belgium,Portugal,1,0,European Championship,ES,2158,2007,Belgium-Portugal,2021-06-27,1,1-0,1-0,2158,2007,Belgium,Portugal,2.4942845156934697,0.525852828257154,2.2884558563962223,1.27300938762815,1.2212751280653196,-1.7626030281390683,4165,151,1.0752366716492276
4356,2021,6,27,Peru,Venezuela,1,0,Copa Am̩rica,BR,1835,1750,Peru-Venezuela,2021-06-27,1,1-0,1-0,1835,1750,Peru,Venezuela,1.1310669561313897,2.01822298084525,0.9127954933725911,1.3703931946875088,-0.239326238556119,1.1054274874726588,3585,85,1.0485714285714285
4357,2021,6,27,Brazil,Ecuador,1,1,Copa Am̩rica,,2146,1803,Brazil-Ecuador,2021-06-27,2,1-1,1-1,2146,1803,Brazil,Ecuador,2.5001891038400053,0.38039881702962663,1.6788411468885145,1.6635451382937423,0.836643965546263,-1.2984423298588879,3949,343,1.190238491403217
4359,2021,6,28,Uruguay,Paraguay,1,0,Copa Am̩rica,BR,1937,1808,Uruguay-Paraguay,2021-06-28,1,1-0,1-0,1937,1808,Uruguay,Paraguay,1.1067003995846172,0.7761152700324959,1.174905727296926,0.8721372226548957,0.2345631769297215,-0.3987904572644302,3745,129,1.071349557522124
4361,2021,6,29,Ukraine,Sweden,2,1,European Championship,SQ,1819,1865,Ukraine-Sweden,2021-06-29,3,2-1,1-2,1865,1819,Sweden,Ukraine,1.6784552350083077,0.8423267299526599,1.3937279819573758,1.248885541182532,0.4295696938257758,-0.5514012520047159,3684,46,1.0252886201209457
4362,2021,6,29,England,Germany,2,0,European Championship,,2001,1916,England-Germany,2021-06-29,2,2-0,2-0,2001,1916,England,Germany,1.4078664105323442,0.19231778517499182,2.3967241560943497,1.5202516229245684,-0.11238521239222421,-2.204406370919358,3917,85,1.0443632567849688
4364,2021,7,2,Spain,Switzerland,1,1,European Championship,RU,2019,1915,Spain-Switzerland,2021-07-02,2,1-1,1-1,2019,1915,Spain,Switzerland,2.783130121212795,0.8887540651811567,2.3561293876950002,1.6122073436843039,1.170922777528491,-1.4673753225138435,3934,104,1.054308093994778
4365,2021,7,2,Italy,Belgium,2,1,European Championship,DE,2094,2126,Italy-Belgium,2021-07-02,3,2-1,1-2,2126,2094,Belgium,Italy,2.22259642193102,0.4302432231194896,2.6553684301807636,0.22092253683119323,2.001673885099827,-2.225125207061274,4220,32,1.0152817574021011
4366,2021,7,2,Brazil,Chile,1,0,Copa Am̩rica,,2150,1794,Brazil-Chile,2021-07-02,1,1-0,1-0,2150,1794,Brazil,Chile,2.2274274485963677,0.4930535775696945,0.9548363422771599,1.1499791771701289,1.0774482714262388,-0.4617827647074654,3944,356,1.1984392419175027
4369,2021,7,3,England,Ukraine,4,0,European Championship,IT,2025,1795,England-Ukraine,2021-07-03,4,4-0,4-0,2025,1795,England,Ukraine,1.515527063162827,0.15735091514317512,1.5039592579651258,1.2036336246038897,0.31189343855893736,-1.3466083428219506,3820,230,1.128133704735376
4370,2021,7,3,Denmark,Czechia,2,1,European Championship,AZ,1980,1837,Denmark-Czechia,2021-07-03,3,2-1,2-1,1980,1837,Denmark,Czechia,2.6593995711077296,0.7340156221916128,1.4057319224167832,0.9224987127362376,1.736900858371492,-0.6717163002251705,3817,143,1.0778443113772456
4373,2021,7,3,Colombia,Uruguay,0,0,Copa Am̩rica,BR,1895,1934,Colombia-Uruguay,2021-07-03,0,0-0,0-0,1934,1895,Uruguay,Colombia,1.0873003269328685,0.6350034027538602,1.1293625410569763,1.4369964871965624,-0.3496961602636939,-0.49435913830311606,3829,39,1.020580474934037
4374,2021,7,3,Argentina,Ecuador,3,0,Copa Am̩rica,BR,2032,1783,Argentina-Ecuador,2021-07-03,3,3-0,3-0,2032,1783,Argentina,Ecuador,1.8832562676092468,0.7236114163816396,1.5554154838178755,1.54290056769488,0.34035569991436687,-0.8318040674362359,3815,249,1.139652271452608
4377,2021,7,5,Brazil,Peru,1,0,Copa Am̩rica,,2154,1829,Brazil-Peru,2021-07-05,1,1-0,1-0,2154,1829,Brazil,Peru,2.004258821578846,0.40340747255702275,1.4513754003854755,1.8964963756071507,0.10776244597169526,-1.0479679278284528,3983,325,1.1776927282668124
4380,2021,7,6,Italy,Spain,1,1,European Championship,EN,2089,2024,Italy-Spain,2021-07-06,2,1-1,1-1,2089,2024,Italy,Spain,2.5362105337842613,0.36257298468006716,2.45892464462865,0.9089805987845827,1.6272299349996786,-2.096351659948583,4113,65,1.032114624505929
4384,2021,7,6,Argentina,Colombia,1,1,Copa Am̩rica,BR,2023,1904,Argentina-Colombia,2021-07-06,2,1-1,1-1,2023,1904,Argentina,Colombia,2.0863005825893834,0.5920457043122506,0.9240238972284351,1.1757243986153691,0.9105761839740143,-0.3319781929161846,3927,119,1.0625
4387,2021,7,7,England,Denmark,2,1,European Championship,,2040,1965,England-Denmark,2021-07-07,3,2-1,2-1,2040,1965,England,Denmark,1.9672494153150402,0.128741657844416,2.5395087399972334,0.7823764181567741,1.184872997158266,-2.4107670821528173,4005,75,1.0381679389312977
4392,2021,7,9,Colombia,Peru,3,2,Copa Am̩rica,BR,1924,1809,Colombia-Peru,2021-07-09,5,3-2,3-2,1924,1809,Colombia,Peru,0.9378377340959922,1.1437745079580293,1.1874889639517525,1.7334970345876686,-0.7956593004916763,-0.043714455993723256,3733,115,1.0635710337202875
4396,2021,7,10,Brazil,Argentina,0,1,Copa Am̩rica,,2114,2063,Brazil-Argentina,2021-07-10,1,0-1,0-1,2114,2063,Brazil,Argentina,1.8216663085645102,0.33006065936483675,1.88879138575495,0.666219212619114,1.1554470959453962,-1.5587307263901133,4177,51,1.0247212796897722
4399,2021,7,11,England,Italy,1,1,European Championship,,2036,2093,England-Italy,2021-07-11,2,1-1,1-1,2093,2036,Italy,England,2.256899527641668,0.47846880564732763,1.9732040670759416,0.28715226550906764,1.9697472621326002,-1.494735261428614,4129,57,1.0279960707269156
4425,2021,7,18,United States,Canada,1,0,CONCACAF Championship,,1823,1705,United States-Canada,2021-07-18,1,1-0,1-0,1823,1705,United States,Canada,3.250464922451571,0.7277197715854171,3.9053972482203463,0.6019689671657564,2.6484959552858145,-3.177677476634929,3528,118,1.069208211143695
4436,2021,7,25,Canada,Costa Rica,2,0,CONCACAF Championship,US,1738,1631,Canada-Costa Rica,2021-07-25,2,2-0,2-0,1738,1631,Canada,Costa Rica,3.1953250212711923,0.6743382458628916,1.1480641116197128,1.092461717604811,2.102863303666381,-0.4737258657568212,3369,107,1.0656039239730226
4437,2021,7,29,United States,Qatar,1,0,CONCACAF Championship,,1840,1697,United States-Qatar,2021-07-29,1,1-0,1-0,1840,1697,United States,Qatar,2.506509576186588,0.4871512520530477,2.2827658709563527,0.9203717065351443,1.5861378696514437,-1.795614618903305,3537,143,1.0842663523865645
4438,2021,7,29,Mexico,Canada,2,1,CONCACAF Championship,US,1916,1724,Mexico-Canada,2021-07-29,3,2-1,2-1,1916,1724,Mexico,Canada,1.9672270680078883,0.2617385637975332,2.9779931992218844,0.5517312920696386,1.4154957759382496,-2.716254635424351,3640,192,1.111368909512761
4439,2021,8,1,United States,Mexico,1,0,CONCACAF Championship,,1863,1893,United States-Mexico,2021-08-01,1,1-0,0-1,1893,1863,Mexico,United States,1.9731857829155448,0.3959679158343453,2.2325987441526625,0.39857829713431175,1.574607485781233,-1.836630828318317,3756,30,1.0161030595813205
4458,2021,9,1,Slovenia,Slovakia,1,1,World Cup qualifier,,1614,1673,Slovenia-Slovakia,2021-09-01,2,1-1,1-1,1673,1614,Slovakia,Slovenia,0.7724877872023503,1.700811029914826,1.9304015612383543,0.6198304034411936,0.15265738376115678,-0.22959053132352825,3287,59,1.0365551425030979
4459,2021,9,1,Russia,Croatia,0,0,World Cup qualifier,,1730,1825,Russia-Croatia,2021-09-01,0,0-0,0-0,1825,1730,Croatia,Russia,1.6893358276650288,1.8185938399284027,1.0947771964318174,1.7906635428623,-0.10132771519727113,0.7238166434965854,3555,95,1.0549132947976878
4460,2021,9,1,Portugal,Ireland,2,1,World Cup qualifier,,2009,1620,Portugal-Ireland,2021-09-01,3,2-1,2-1,2009,1620,Portugal,Ireland,1.872372973415091,1.2233713171503047,0.9855550375699624,0.9409182688720377,0.9314547045430532,0.23781627958034224,3629,389,1.2401234567901234
4461,2021,9,1,Norway,Netherlands,1,1,World Cup qualifier,,1743,1916,Norway-Netherlands,2021-09-01,2,1-1,1-1,1916,1743,Netherlands,Norway,2.1732942242681363,0.9755356785362386,1.417886290838183,0.9704748737899546,1.202819350478182,-0.4423506123019445,3659,173,1.0992541594951233
4467,2021,9,1,France,Bosnia and Herzegovina,1,1,World Cup qualifier,,2055,1646,France-Bosnia and Herzegovina,2021-09-01,2,1-1,1-1,2055,1646,France,Bosnia and Herzegovina,2.0535103158612147,1.1646387782792218,0.4156686572771759,1.333623809666154,0.7198865061950608,0.7489701210020459,3701,409,1.2484811664641555
4469,2021,9,1,Denmark,Scotland,2,0,World Cup qualifier,,1970,1624,Denmark-Scotland,2021-09-01,2,2-0,2-0,1970,1624,Denmark,Scotland,2.259598059997736,1.0037625239464516,1.0285468183617261,1.274418133358958,0.9851799266387782,-0.02478429441527452,3594,346,1.2130541871921183
4473,2021,9,2,South Korea,Iraq,0,0,World Cup qualifier,,1751,1633,South Korea-Iraq,2021-09-02,0,0-0,0-0,1751,1633,South Korea,Iraq,2.4249474685759953,0.9014324689106579,1.6721101257800937,0.6840389323007177,1.7409085362752776,-0.7706776568694358,3384,118,1.0722596448254746
4484,2021,9,2,Sweden,Spain,2,1,World Cup qualifier,,1888,2001,Sweden-Spain,2021-09-02,3,2-1,1-2,2001,1888,Spain,Sweden,2.1936656183325316,0.9255295808237494,1.5550997377340698,1.0528127790521762,1.1408528392803554,-0.6295701569103205,3889,113,1.0598516949152543
4490,2021,9,2,Hungary,England,0,4,World Cup qualifier,,1735,2056,Hungary-England,2021-09-02,4,0-4,4-0,2056,1735,England,Hungary,1.796257873062134,0.41676094450741896,1.4327295826801323,1.240878715798153,0.555379157263981,-1.0159686381727133,3791,321,1.185014409221902
4499,2021,9,2,Venezuela,Argentina,1,3,World Cup qualifier,,1736,2077,Venezuela-Argentina,2021-09-02,4,1-3,3-1,2077,1736,Argentina,Venezuela,1.7271929519813227,0.545088446688366,0.7468326763957563,1.303048977471598,0.42414397450972463,-0.20174422970739037,3813,341,1.1964285714285714
4500,2021,9,2,Peru,Uruguay,1,1,World Cup qualifier,,1810,1933,Peru-Uruguay,2021-09-02,2,1-1,1-1,1933,1810,Uruguay,Peru,0.8896093583996196,0.5195482386167947,1.335218243233252,1.9637703010262741,-1.0741609426266545,-0.8156700046164573,3743,123,1.0679558011049723
4501,2021,9,2,Ecuador,Paraguay,2,0,World Cup qualifier,,1807,1786,Ecuador-Paraguay,2021-09-02,2,2-0,2-0,1807,1786,Ecuador,Paraguay,1.2726126685782617,1.8078277372049016,1.3319616852152976,1.2780422730169136,-0.005429604438651925,0.4758660519896041,3593,21,1.0117581187010078
4502,2021,9,2,Chile,Brazil,0,1,World Cup qualifier,,1785,2123,Chile-Brazil,2021-09-02,1,0-1,1-0,2123,1785,Brazil,Chile,1.4904542524618718,0.4518678122075937,0.7812297345904035,1.1227102358664691,0.3677440165954027,-0.32936192238280976,3908,338,1.1893557422969188
4514,2021,9,4,Ukraine,France,1,1,World Cup qualifier,,1789,2046,Ukraine-France,2021-09-04,2,1-1,1-1,2046,1789,France,Ukraine,1.86196298570463,1.1347044549557268,1.3704190073981422,1.7644158974621078,0.09754708824252223,-0.23571455244241535,3835,257,1.1436556735606485
4516,2021,9,4,Slovakia,Croatia,0,1,World Cup qualifier,,1656,1842,Slovakia-Croatia,2021-09-04,1,0-1,1-0,1842,1656,Croatia,Slovakia,1.3821838589986597,1.4879404144868749,0.8138536440746502,1.5733908426575849,-0.1912069836589252,0.6740867704122246,3498,186,1.1123188405797102
4534,2021,9,5,Switzerland,Italy,0,0,World Cup qualifier,,1920,2071,Switzerland-Italy,2021-09-05,0,0-0,0-0,2071,1920,Italy,Switzerland,1.8413955515617773,0.6508758120449052,2.089640333911529,1.409824750730815,0.4315708008309622,-1.4387645218666236,3991,151,1.0786458333333333
4541,2021,9,5,Belgium,Czechia,3,0,World Cup qualifier,,2135,1833,Belgium-Czechia,2021-09-05,3,3-0,3-0,2135,1833,Belgium,Czechia,2.5457050427802694,0.9491710832452781,1.271605667072392,0.9150611217490515,1.630643921031218,-0.322434583827114,3968,302,1.1647572285870158
4543,2021,9,5,United States,Canada,1,1,World Cup qualifier,,1840,1724,United States-Canada,2021-09-05,2,1-1,1-1,1840,1724,United States,Canada,1.6433099031104597,0.26681687659404335,2.3241111498923352,0.8486796252697579,0.7946302778407017,-2.0572942732982917,3564,116,1.0672853828306264
4546,2021,9,5,Costa Rica,Mexico,0,1,World Cup qualifier,,1618,1907,Costa Rica-Mexico,2021-09-05,1,0-1,1-0,1907,1618,Mexico,Costa Rica,1.684529325753381,0.5956479436577022,0.6288044608345382,0.8417765530682997,0.8427527726850814,-0.03315651717683599,3525,289,1.1786155747836835
4547,2021,9,5,Peru,Venezuela,1,0,World Cup qualifier,,1821,1725,Peru-Venezuela,2021-09-05,1,1-0,1-0,1821,1725,Peru,Venezuela,1.274269471736297,1.7885393372033151,0.7928630988692551,1.6115855270222166,-0.33731605528591957,0.99567623833406,3546,96,1.0556521739130436
4548,2021,9,5,Paraguay,Colombia,1,1,World Cup qualifier,,1787,1911,Paraguay-Colombia,2021-09-05,2,1-1,1-1,1911,1787,Colombia,Paraguay,1.2559079046427715,1.2450060755752097,1.0897868333579706,1.4093073142865657,-0.15339940964379428,0.15521924221723915,3698,124,1.0693900391717963
4549,2021,9,5,Ecuador,Chile,0,0,World Cup qualifier,,1800,1792,Ecuador-Chile,2021-09-05,0,0-0,0-0,1800,1792,Ecuador,Chile,1.4048649106549411,1.4791317849858285,0.6391879646648755,1.1003992838907475,0.30446562676419364,0.839943820320953,3592,8,1.0044642857142858
4564,2021,9,7,Iran,Iraq,3,0,World Cup qualifier,QA,1826,1614,Iran-Iraq,2021-09-07,3,3-0,3-0,1826,1614,Iran,Iraq,3.0857966146641025,0.2915474518848414,1.3680901029109855,0.5596682173369508,2.5261283973271516,-1.0765426510261442,3440,212,1.131350681536555
4578,2021,9,7,Ireland,Serbia,1,1,World Cup qualifier,,1610,1798,Ireland-Serbia,2021-09-07,2,1-1,1-1,1798,1610,Serbia,Ireland,2.2056705853806173,0.902893046904784,0.9903302317617104,1.1092097502366531,1.0964608351439642,-0.08743718485692642,3408,188,1.1167701863354038
4579,2021,9,7,France,Finland,2,0,World Cup qualifier,,2050,1704,France-Finland,2021-09-07,2,2-0,2-0,2050,1704,France,Finland,1.7052424428492428,1.1102127358728673,0.6419740309594526,0.9227078747192022,0.7825345681300405,0.4682387049134147,3754,346,1.2030516431924883
