,Year,Month,Day,HomeTeam,AwayTeam,HomeScore,AwayScore,Tournament,Location,RatingTeam1,RatingTeam2,MatchName,Date,TotalGoals,Result,NewResult,HigherRating,LowerRating,HigherTeam,LowerTeam,HigherTeamScoring,HigherTeamConceding,LowerTeamScoring,LowerTeamConceding,HigherTeamExpectedScoring,HigherTeamExpectedConceding,RatingTotal,RatingDifferenceAbsolute,RatingDifferenceRelative
2388,2018,11,16,Morocco,Cameroon,2,0,African Nations Cup qualifier,,1719,1600,Morocco-Cameroon,2018-11-16,2,2-0,2-0,1719,1600,Morocco,Cameroon,1.6593558895650573,0.8811639032906088,0.9432573880390688,0.892949764741464,0.7664061248235933,-0.06209348474845999,3319,119,1.074375
2389,2018,11,16,Netherlands,France,2,0,European Nations League A,,1982,2090,Netherlands-France,2018-11-16,2,2-0,0-2,2090,1982,France,Netherlands,1.887433520729933,1.0301922030201407,1.7182062024554723,0.864942718332635,1.022490802397298,-0.6880139994353316,4072,108,1.0544904137235116
2393,2018,11,16,Slovakia,Ukraine,4,1,European Nations League B,,1765,1772,Slovakia-Ukraine,2018-11-16,5,4-1,1-4,1772,1765,Ukraine,Slovakia,1.3738478316366676,0.6256368062290335,1.2990888968721592,1.139987153972915,0.23386067766375263,-0.6734520906431257,3537,7,1.0039660056657225
2398,2018,11,16,Wales,Denmark,1,2,European Nations League B,,1775,1913,Wales-Denmark,2018-11-16,3,1-2,2-1,1913,1775,Denmark,Wales,1.084489242125173,0.4937351686365321,1.2712300109364048,1.2193408232626448,-0.13485158113747175,-0.7774948422998726,3688,138,1.0777464788732394
2408,2018,11,17,Italy,Portugal,0,0,European Nations League A,,1883,1974,Italy-Portugal,2018-11-17,0,0-0,0-0,1974,1883,Portugal,Italy,1.9002588433933634,1.0986945316341352,0.9455506247828378,0.9172747295144954,0.982984113878868,0.15314390685129742,3857,91,1.0483271375464684
2416,2018,11,17,Serbia,Montenegro,2,1,European Nations League C,,1805,1608,Serbia-Montenegro,2018-11-17,3,2-1,2-1,1805,1608,Serbia,Montenegro,1.2311109648523417,0.7588602140251105,1.401976694007188,1.057723152962035,0.17338781189030672,-0.6431164799820775,3413,197,1.1225124378109452
2418,2018,11,17,Turkey,Sweden,0,1,European Nations League B,,1692,1835,Turkey-Sweden,2018-11-17,1,0-1,1-0,1835,1692,Sweden,Turkey,0.8841167471299247,1.108993987605141,1.116582987096032,1.451536535110003,-0.5674197879800782,-0.007588999490891091,3527,143,1.08451536643026
2425,2018,11,18,England,Croatia,2,1,European Nations League A,,1960,1925,England-Croatia,2018-11-18,3,2-1,2-1,1960,1925,England,Croatia,1.6652401974431752,0.8570915106964644,1.5652026697400776,1.7539074608516514,-0.0886672634084762,-0.7081111590436132,3885,35,1.018181818181818
2430,2018,11,18,Hungary,Finland,2,0,European Nations League C,,1611,1622,Hungary-Finland,2018-11-18,2,2-0,0-2,1622,1611,Finland,Hungary,1.2040136967841844,0.45165827879504833,1.381784787744575,1.33035916258643,-0.1263454658022456,-0.9301265089495268,3233,11,1.0068280571073867
2437,2018,11,18,Northern Ireland,Austria,1,2,European Nations League B,,1622,1765,Northern Ireland-Austria,2018-11-18,3,1-2,2-1,1765,1622,Austria,Northern Ireland,0.8600519989495377,0.7839608804078431,0.6387106584934342,0.9753152004405091,-0.11526320149097147,0.14525022191440884,3387,143,1.0881627620221948
2447,2018,11,19,Czechia,Slovakia,1,0,European Nations League B,,1729,1748,Czechia-Slovakia,2018-11-19,1,1-0,0-1,1748,1729,Slovakia,Czechia,1.7901636428954029,1.1145349441596577,1.1626357626476755,1.40320998820531,0.3869536546900929,-0.04810081848801784,3477,19,1.010989010989011
2448,2018,11,19,Denmark,Ireland,0,0,European Nations League B,,1898,1704,Denmark-Ireland,2018-11-19,0,0-0,0-0,1898,1704,Denmark,Ireland,1.2509457435569598,0.5857833197935263,0.509607502127394,1.0719827700499576,0.1789629735070022,0.07617581766613224,3602,194,1.113849765258216
2450,2018,11,19,Germany,Netherlands,2,2,European Nations League A,,1938,1985,Germany-Netherlands,2018-11-19,4,2-2,2-2,1985,1938,Netherlands,Germany,1.769441438372659,0.7076804059085195,1.366906997072828,1.2127050177910177,0.5567364205816414,-0.6592265911643085,3923,47,1.024251805985552
2479,2018,11,20,Portugal,Poland,1,1,European Nations League A,,1959,1752,Portugal-Poland,2018-11-20,2,1-1,1-1,1959,1752,Portugal,Poland,1.5547572355036607,0.8989318895188378,0.9880323590473543,1.353379242729425,0.20137799277423585,-0.08910046952851647,3711,207,1.1181506849315068
2484,2018,11,20,Sweden,Russia,2,0,European Nations League B,,1852,1753,Sweden-Russia,2018-11-20,2,2-0,2-0,1852,1753,Sweden,Russia,0.9051864294699383,0.9073587171314789,1.5451986265002708,1.3133027940486994,-0.4081163645787611,-0.637839909368792,3605,99,1.056474614945807
2555,2019,1,16,Iran,Iraq,0,0,Asian Cup,AE,1815,1612,Iran-Iraq,2019-01-16,0,0-0,0-0,1815,1612,Iran,Iraq,1.964678565480905,0.4936219557530027,1.7968726687856893,0.9153094351962133,1.0493691302846915,-1.3032507130326865,3427,203,1.1259305210918114
2559,2019,1,17,Japan,Uzbekistan,2,1,Asian Cup,AE,1761,1605,Japan-Uzbekistan,2019-01-17,3,2-1,2-1,1761,1605,Japan,Uzbekistan,2.2600714369257373,1.0921131506319912,1.4713832634631674,1.0042275941552288,1.2558438427705085,-0.3792701128311762,3366,156,1.097196261682243
2566,2019,1,21,Australia,Uzbekistan,0,0,Asian Cup,AE,1712,1613,Australia-Uzbekistan,2019-01-21,0,0-0,0-0,1712,1613,Australia,Uzbekistan,2.3202548127987703,0.8809412582790583,1.3856772155607733,1.1852771224906418,1.1349776903081286,-0.5047359572817149,3325,99,1.0613763174209547
2573,2019,1,25,Qatar,South Korea,1,0,Asian Cup,AE,1689,1767,Qatar-South Korea,2019-01-25,1,1-0,0-1,1767,1689,South Korea,Qatar,1.5325027775197255,0.49215916459434705,1.9866165726980676,0.5033781654751655,1.02912461204456,-1.4944574081037205,3456,78,1.0461811722912966
2576,2019,1,28,Japan,Iran,3,0,Asian Cup,AE,1829,1789,Japan-Iran,2019-01-28,3,3-0,3-0,1829,1789,Japan,Iran,1.8118648215769062,0.719872642231947,1.9190463367660253,0.2703609359458594,1.5415038856310468,-1.1991736945340783,3618,40,1.0223588596981554
2578,2019,2,1,Qatar,Japan,3,1,Asian Cup,AE,1774,1781,Qatar-Japan,2019-02-01,4,3-1,1-3,1781,1774,Japan,Qatar,2.0278893994720137,0.5889867072806839,2.205916879244161,0.3369721603594082,1.6909172391126055,-1.6169301719634768,3555,7,1.003945885005637
2609,2019,3,21,Austria,Poland,0,1,European Championship qualifier,,1739,1778,Austria-Poland,2019-03-21,1,0-1,1-0,1778,1739,Poland,Austria,0.990208293766017,1.289128471324075,1.0673152718678036,0.8232407203336898,0.16696757343232727,0.22181319945627131,3517,39,1.02242668200115
2610,2019,3,21,Belgium,Russia,3,1,European Championship qualifier,,2041,1747,Belgium-Russia,2019-03-21,4,3-1,3-1,2041,1747,Belgium,Russia,2.1558717476516582,1.3618418247621151,1.2642534216820396,1.4381568314943904,0.7177149161572678,0.09758840308007555,3788,294,1.1682884945621064
2635,2019,3,22,England,Czechia,5,0,European Championship qualifier,,1970,1719,England-Czechia,2019-03-22,5,5-0,5-0,1970,1719,England,Czechia,1.7261056160898707,0.8830748723880162,1.1330656239844616,1.1480808994407081,0.5780247166491626,-0.24999075159644546,3689,251,1.1460151250727166
2644,2019,3,22,Portugal,Ukraine,0,0,European Championship qualifier,,1945,1787,Portugal-Ukraine,2019-03-22,0,0-0,0-0,1945,1787,Portugal,Ukraine,1.453892283593904,0.9173079096063219,1.0684435897733062,1.0138560438392703,0.4400362397546338,-0.1511356801669843,3732,158,1.0884163402350309
2664,2019,3,23,Italy,Finland,2,0,European Championship qualifier,,1896,1616,Italy-Finland,2019-03-23,2,2-0,2-0,1896,1616,Italy,Finland,0.8147900876645442,0.6140434139725134,0.9900270360298047,0.8544394329388355,-0.039649345274291314,-0.3759836220572913,3512,280,1.1732673267326732
2673,2019,3,23,Spain,Norway,2,1,European Championship qualifier,,2014,1675,Spain-Norway,2019-03-23,3,2-1,2-1,2014,1675,Spain,Norway,2.3673178968702757,1.3104871724437792,1.3914891529602214,0.5348546421305401,1.8324632547397357,-0.08100198051644214,3689,339,1.2023880597014924
2675,2019,3,23,Sweden,Romania,2,1,European Championship qualifier,,1843,1742,Sweden-Romania,2019-03-23,3,2-1,2-1,1843,1742,Sweden,Romania,1.102840651452731,1.00936476693377,1.4864455383561042,0.5526594259627764,0.5501812254899545,-0.4770807714223342,3585,101,1.0579793340987371
2689,2019,3,24,Hungary,Croatia,2,1,European Championship qualifier,,1630,1895,Hungary-Croatia,2019-03-24,3,2-1,1-2,1895,1630,Croatia,Hungary,1.5601769937929446,1.6534421845370557,1.2225170893166162,1.2542073733016594,0.3059696204912852,0.43092509522043954,3525,265,1.1625766871165644
2691,2019,3,24,Netherlands,Germany,2,3,European Championship qualifier,,1960,1960,Netherlands-Germany,2019-03-24,5,2-3,2-3,1960,1960,Netherlands,Germany,2.2092955083321106,0.7712571312280172,1.3943757583710668,1.291149640008863,0.9181458683232477,-0.6231186271430496,3920,0,1.0
2700,2019,3,24,Wales,Slovakia,1,0,European Championship qualifier,,1776,1746,Wales-Slovakia,2019-03-24,1,1-0,1-0,1776,1746,Wales,Slovakia,0.999794649115431,1.060029647001103,1.5620103725167573,0.8948539708837377,0.10494067823169329,-0.5019807255156543,3522,30,1.0171821305841924
2705,2019,3,25,France,Iceland,4,0,European Championship qualifier,,2098,1667,France-Iceland,2019-03-25,4,4-0,4-0,2098,1667,France,Iceland,1.9097964211961842,0.9894891930891678,1.1777225443498085,1.494214270991308,0.4155821502048762,-0.18823335126064067,3765,431,1.2585482903419316
2710,2019,3,25,Portugal,Serbia,1,1,European Championship qualifier,,1933,1826,Portugal-Serbia,2019-03-25,2,1-1,1-1,1933,1826,Portugal,Serbia,1.189548232031376,0.7505246533142633,1.6945754270303206,0.8679256919791927,0.32162254005218327,-0.9440507737160573,3759,107,1.0585980284775465
2716,2019,3,26,Bosnia and Herzegovina,Greece,2,2,European Championship qualifier,,1785,1632,Bosnia and Herzegovina-Greece,2019-03-26,4,2-2,2-2,1785,1632,Bosnia and Herzegovina,Greece,1.073411818320579,0.5527718954712613,0.8967577694091509,0.7446557301044824,0.3287560882160966,-0.3439858739378896,3417,153,1.09375
2770,2019,6,5,Portugal,Switzerland,3,1,European Nations League,,1959,1898,Portugal-Switzerland,2019-06-05,4,3-1,3-1,1959,1898,Portugal,Switzerland,1.1550849171165802,0.7958838072571246,2.2600030024504285,1.3349350560103637,-0.17985013889378343,-1.464119195193304,3857,61,1.0321390937829293
2782,2019,6,6,Netherlands,England,3,1,European Nations League,PT,2000,1943,Netherlands-England,2019-06-06,4,3-1,3-1,2000,1943,Netherlands,England,2.171241779544454,1.1764831073683775,2.808384751266773,0.7729674765572669,1.3982743029871871,-1.6319016438983955,3943,57,1.029336078229542
2786,2019,6,7,Czechia,Bulgaria,2,1,European Championship qualifier,,1725,1610,Czechia-Bulgaria,2019-06-07,3,2-1,2-1,1725,1610,Czechia,Bulgaria,0.9403166573780279,2.0578062219396474,1.0555863805678478,0.9941730896454966,-0.05385643226746861,1.0022198413717995,3335,115,1.0714285714285714
2787,2019,6,7,Denmark,Ireland,1,1,European Championship qualifier,,1885,1727,Denmark-Ireland,2019-06-07,2,1-1,1-1,1885,1727,Denmark,Ireland,1.5281288107085071,1.1638137040792491,0.6096948678068146,0.587134064137054,0.9409947465714531,0.5541188362724345,3612,158,1.0914881297046901
2799,2019,6,7,Norway,Romania,2,2,European Championship qualifier,,1677,1746,Norway-Romania,2019-06-07,4,2-2,2-2,1746,1677,Romania,Norway,1.8710916413788796,0.8493009380411973,1.625707614791553,1.20101839679813,0.6700732445807496,-0.7764066767503557,3423,69,1.0411449016100178
2805,2019,6,7,Ukraine,Serbia,5,0,European Championship qualifier,,1824,1794,Ukraine-Serbia,2019-06-07,5,5-0,5-0,1824,1794,Ukraine,Serbia,1.0788754609226263,0.8605152029006684,1.5682889857520805,0.8919392025284303,0.18693625839419603,-0.7077737828514121,3618,30,1.0167224080267558
2813,2019,6,8,Croatia,Wales,2,1,European Championship qualifier,,1904,1767,Croatia-Wales,2019-06-08,3,2-1,2-1,1904,1767,Croatia,Wales,1.4583266312851364,1.7164526964394091,0.9998319856398981,0.8672969839099933,0.5910296473751431,0.7166207107995111,3671,137,1.0775325410299943
2816,2019,6,8,Finland,Bosnia and Herzegovina,2,0,European Championship qualifier,,1674,1751,Finland-Bosnia and Herzegovina,2019-06-08,2,2-0,0-2,1751,1674,Bosnia and Herzegovina,Finland,1.2418823968077464,0.81590427811285,1.026381734862927,0.8695007774218652,0.3723816193858812,-0.2104774567500769,3425,77,1.0459976105137396
2817,2019,6,8,Greece,Italy,0,3,European Championship qualifier,,1608,1916,Greece-Italy,2019-06-08,3,0-3,3-0,1916,1608,Italy,Greece,1.9338677446349424,0.4110538556344924,1.0796477629929027,1.1596455713922569,0.7742221732426855,-0.6685939073584102,3524,308,1.191542288557214
2823,2019,6,8,Turkey,France,2,0,European Championship qualifier,,1780,2050,Turkey-France,2019-06-08,2,2-0,0-2,2050,1780,France,Turkey,2.2371364472470323,0.6623853276051453,1.682133428792631,0.6508621649242644,1.5862742823227678,-1.0197481011874858,3830,270,1.151685393258427
2827,2019,6,9,England,Switzerland,0,0,European Nations League,PT,1940,1901,England-Switzerland,2019-06-09,0,0-0,0-0,1940,1901,England,Switzerland,2.479587523763723,1.1778824808195818,2.0309115474594415,1.637674136735752,0.8419133870279711,-0.8530290666398597,3841,39,1.020515518148343
2833,2019,6,9,Portugal,Netherlands,1,0,European Nations League,,1980,1979,Portugal-Netherlands,2019-06-09,1,1-0,1-0,1980,1979,Portugal,Netherlands,1.4905240230953836,0.8329958423012838,2.321925092354553,1.1443952696650361,0.34612875343034744,-1.4889292500532694,3959,1,1.0005053057099544
2846,2019,6,10,Spain,Sweden,3,0,European Championship qualifier,,2028,1828,Spain-Sweden,2019-06-10,3,3-0,3-0,2028,1828,Spain,Sweden,2.5648194942287232,1.0212961297607173,1.8391967204425548,1.1208316416940032,1.44398785253472,-0.8179005906818375,3856,200,1.1094091903719911
2854,2019,6,11,Belgium,Scotland,3,0,European Championship qualifier,,2049,1666,Belgium-Scotland,2019-06-11,3,3-0,3-0,2049,1666,Belgium,Scotland,2.3889034590819374,0.8676053270109554,1.6105166560962205,1.367297392180673,1.0216060669012643,-0.7429113290852651,3715,383,1.2298919567827131
2864,2019,6,11,Hungary,Wales,1,0,European Championship qualifier,,1670,1746,Hungary-Wales,2019-06-11,1,1-0,0-1,1746,1670,Wales,Hungary,0.999862533705371,1.073242986835449,1.6613544151623627,1.1701718779953256,-0.1703093442899546,-0.5881114283269138,3416,76,1.0455089820359282
2865,2019,6,11,Iceland,Turkey,2,1,European Championship qualifier,,1694,1760,Iceland-Turkey,2019-06-11,3,2-1,1-2,1760,1694,Turkey,Iceland,1.7399273508303343,0.532523589483489,0.9702109594407808,1.5953004623991398,0.14462688843119453,-0.43768736995729185,3454,66,1.0389610389610389
2866,2019,6,11,Italy,Bosnia and Herzegovina,2,1,European Championship qualifier,,1923,1744,Italy-Bosnia and Herzegovina,2019-06-11,3,2-1,2-1,1923,1744,Italy,Bosnia and Herzegovina,2.1277099728831343,0.3363167909736756,1.016085597388156,1.0311944093650591,1.0965155635180752,-0.6797688064144803,3667,179,1.102637614678899
2877,2019,6,14,Brazil,Bolivia,3,0,Copa Am̩rica,,2137,1634,Brazil-Bolivia,2019-06-14,3,3-0,3-0,2137,1634,Brazil,Bolivia,2.8056659325324356,0.28895616996926343,0.5748212045030991,1.3507492192336632,1.4549167132987724,-0.2858650345338357,3771,503,1.3078335373317014
2881,2019,6,15,Colombia,Argentina,2,0,Copa Am̩rica,BR,2004,1872,Colombia-Argentina,2019-06-15,2,2-0,2-0,2004,1872,Colombia,Argentina,2.08985173247094,0.6484461888588905,2.1708519793111813,0.9457733215565054,1.1440784109144344,-1.5224057904522907,3876,132,1.0705128205128205
2884,2019,6,15,Peru,Venezuela,0,0,Copa Am̩rica,BR,1818,1788,Peru-Venezuela,2019-06-15,0,0-0,0-0,1818,1788,Peru,Venezuela,0.8356132915034268,1.4141933604291967,1.610147272769452,1.0371175268217467,-0.20150423531831996,-0.19595391234025517,3606,30,1.016778523489933
2891,2019,6,16,Paraguay,Qatar,2,2,Copa Am̩rica,BR,1712,1767,Paraguay-Qatar,2019-06-16,4,2-2,2-2,1767,1712,Qatar,Paraguay,1.9229691505684048,0.7379730990835707,1.2136970131872356,1.5128888613667557,0.4100802892016491,-0.4757239141036649,3479,55,1.032126168224299
2894,2019,6,16,Uruguay,Ecuador,4,0,Copa Am̩rica,BR,1959,1728,Uruguay-Ecuador,2019-06-16,4,4-0,4-0,1959,1728,Uruguay,Ecuador,2.2253548336825384,0.759485076013159,1.2531212675617713,1.2951186481906591,0.9302361854918793,-0.4936361915486124,3687,231,1.1336805555555556
2895,2019,6,17,Chile,Japan,4,0,Copa Am̩rica,BR,1874,1734,Chile-Japan,2019-06-17,4,4-0,4-0,1874,1734,Chile,Japan,1.5012868436313536,1.4757003648472966,1.3103479093543222,0.5599659491603097,0.9413208944710438,0.1653524554929744,3608,140,1.0807381776239908
2900,2019,6,18,Brazil,Venezuela,0,0,Copa Am̩rica,,2116,1809,Brazil-Venezuela,2019-06-18,0,0-0,0-0,2116,1809,Brazil,Venezuela,2.84099939934472,0.23641868452030643,1.317393223175006,0.8485507037632473,1.9924486955814729,-1.0809745386546996,3925,307,1.1697070204532891
2902,2019,6,18,Peru,Bolivia,3,1,Copa Am̩rica,BR,1837,1615,Peru-Bolivia,2019-06-18,4,3-1,3-1,1837,1615,Peru,Bolivia,0.6836836021391673,1.1570672948966154,0.4703082582298084,1.6506129975548152,-0.9669293954156478,0.686759036666807,3452,222,1.1374613003095975
2904,2019,6,19,Argentina,Paraguay,1,1,Copa Am̩rica,BR,1861,1723,Argentina-Paraguay,2019-06-19,2,1-1,1-1,1861,1723,Argentina,Paraguay,1.7761516194364209,1.1374508994553225,1.356661192607738,1.6014545229364363,0.17469709649998455,-0.21921029315241558,3584,138,1.0800928612884504
2905,2019,6,19,Colombia,Qatar,1,0,Copa Am̩rica,BR,2014,1757,Colombia-Qatar,2019-06-19,1,1-0,1-0,2014,1757,Colombia,Qatar,2.0735150538398597,0.5305468817936376,1.9369747595559677,0.9674325356138305,1.1060825182260292,-1.40642787776233,3771,257,1.1462720546385885
2911,2019,6,20,Japan,Uruguay,2,2,Copa Am̩rica,BR,1748,1945,Japan-Uruguay,2019-06-20,4,2-2,2-2,1945,1748,Uruguay,Japan,2.548017591194804,0.6213968803744028,1.0721028349262636,1.185426685676617,1.362590905518187,-0.4507059545518608,3693,197,1.112700228832952
2912,2019,6,21,Chile,Ecuador,2,1,Copa Am̩rica,BR,1889,1713,Chile-Ecuador,2019-06-21,3,2-1,2-1,1889,1713,Chile,Ecuador,1.955598326607471,1.2073912076023334,1.0252810370959946,1.7869152576105392,0.16868306899693186,0.18211017050633882,3602,176,1.1027437244600116
2916,2019,6,22,Brazil,Peru,5,0,Copa Am̩rica,,2126,1827,Brazil-Peru,2019-06-22,5,5-0,5-0,2126,1827,Brazil,Peru,2.3244540540093164,0.19343346915297796,1.104832038113864,1.1285096049154126,1.1959444490939037,-0.9113985689608861,3953,299,1.163656267104543
2922,2019,6,23,Argentina,Qatar,2,0,Copa Am̩rica,BR,1888,1730,Argentina-Qatar,2019-06-23,2,2-0,2-0,1888,1730,Argentina,Qatar,1.6350331431752534,1.112459826827082,1.5847975305457915,0.9733538927749521,0.6616792504003013,-0.47233770371870953,3618,158,1.091329479768786
2923,2019,6,23,Colombia,Paraguay,1,0,Copa Am̩rica,BR,2022,1715,Colombia-Paraguay,2019-06-23,1,1-0,1-0,2022,1715,Colombia,Paraguay,1.8783304985962488,0.4340838123766126,1.2918137030426948,1.4920991551298115,0.3862313434664373,-0.8577298906660822,3737,307,1.179008746355685
2929,2019,6,24,Ecuador,Japan,1,1,Copa Am̩rica,BR,1716,1745,Ecuador-Japan,2019-06-24,2,1-1,1-1,1745,1716,Japan,Ecuador,1.2408114103942156,1.3335309246445046,1.0206844848967227,1.8256579380449867,-0.584846527650771,0.3128464397477819,3461,29,1.0168997668997668
2933,2019,6,24,Uruguay,Chile,1,0,Copa Am̩rica,BR,1966,1868,Uruguay-Chile,2019-06-24,1,1-0,1-0,1966,1868,Uruguay,Chile,2.448378029159385,0.8720519930336023,1.9636713581333853,1.169683715311,1.278694313848385,-1.091619365099783,3834,98,1.0524625267665952
2943,2019,6,27,Algeria,Senegal,1,0,African Nations Cup,EG,1606,1740,Algeria-Senegal,2019-06-27,1,1-0,0-1,1740,1606,Senegal,Algeria,1.5962888812410636,0.39525543105049765,1.6818986318690898,0.8902168912478508,0.7060719899932129,-1.2866432008185922,3346,134,1.083437110834371
2944,2019,6,27,Brazil,Paraguay,0,0,Copa Am̩rica,,2104,1737,Brazil-Paraguay,2019-06-27,0,0-0,0-0,2104,1737,Brazil,Paraguay,2.8109169532803495,0.15826374748880015,1.0569384843076592,1.4026265814698458,1.4082903718105038,-0.8986747368188591,3841,367,1.2112838226827864
2947,2019,6,28,Argentina,Venezuela,2,0,Copa Am̩rica,BR,1919,1796,Argentina-Venezuela,2019-06-28,2,2-0,2-0,1919,1796,Argentina,Venezuela,1.7013907535070256,0.9101944037676125,1.4273458766708718,0.7498562562382067,0.9515344972688189,-0.5171514729032592,3715,123,1.0684855233853006
2948,2019,6,28,Chile,Colombia,0,0,Copa Am̩rica,BR,1878,2012,Chile-Colombia,2019-06-28,0,0-0,0-0,2012,1878,Colombia,Chile,1.7186340443060217,0.3551594828535921,1.6066402021091333,1.138832130709,0.5798019135970218,-1.2514807192555413,3890,134,1.071352502662407
2950,2019,6,28,Morocco,Ivory Coast,1,0,African Nations Cup,EG,1698,1607,Morocco-Ivory Coast,2019-06-28,1,1-0,1-0,1698,1607,Morocco,Ivory Coast,1.062362914542962,0.8838519266525642,1.790485867338997,0.6425128871553263,0.41985002738763577,-0.9066339406864328,3305,91,1.0566272557560672
2954,2019,6,29,Cameroon,Ghana,0,0,African Nations Cup,EG,1615,1603,Cameroon-Ghana,2019-06-29,0,0-0,0-0,1615,1603,Cameroon,Ghana,1.3375354557685966,0.7531482776624503,1.31695215197513,0.8517339763707229,0.48580147939787366,-0.5638038743126796,3218,12,1.0074859638178415
2955,2019,6,29,Costa Rica,Mexico,1,1,CONCACAF Championship,US,1685,1850,Costa Rica-Mexico,2019-06-29,2,1-1,1-1,1850,1685,Mexico,Costa Rica,2.9639001948247055,1.4034254509830122,1.4332110379185583,1.3319921995056674,1.631907995319038,-0.029785586935546116,3535,165,1.0979228486646884
2957,2019,6,29,Peru,Uruguay,0,0,Copa Am̩rica,BR,1837,1956,Peru-Uruguay,2019-06-29,0,0-0,0-0,1956,1837,Uruguay,Peru,2.185036569312224,0.7134970852093109,0.903953485729525,1.8324169494762468,0.352619619835977,-0.19045640052021418,3793,119,1.0647795318454
2969,2019,7,2,Brazil,Argentina,2,0,Copa Am̩rica,,2116,1907,Brazil-Argentina,2019-07-02,2,2-0,2-0,2116,1907,Brazil,Argentina,2.2998411435930133,0.12948852067265465,1.7556833437784753,0.7447045121735011,1.5551366314195123,-1.6261948231058208,4023,209,1.1095962244362874
2974,2019,7,3,Peru,Chile,3,0,Copa Am̩rica,BR,1886,1829,Peru-Chile,2019-07-03,3,3-0,3-0,1886,1829,Peru,Chile,0.739598306505975,1.4992502313896563,1.3145238017256544,0.9317717433073635,-0.19217343680138843,0.18472642966400188,3715,57,1.0311645708037178
2978,2019,7,6,Argentina,Chile,2,1,Copa Am̩rica,BR,1926,1810,Argentina-Chile,2019-07-06,3,2-1,2-1,1926,1810,Argentina,Chile,1.436468190364207,0.9729400554146826,1.0755194741391718,1.3078132445242063,0.1286549458400006,-0.10257941872448917,3736,116,1.0640883977900553
2982,2019,7,7,Brazil,Peru,3,1,Copa Am̩rica,,2126,1876,Brazil-Peru,2019-07-07,4,3-1,3-1,2126,1876,Brazil,Peru,2.245324572030647,0.10594515327762652,1.1505804325957976,1.2266592802279006,1.0186652918027463,-1.044635279318171,4002,250,1.1332622601279319
2984,2019,7,7,United States,Mexico,0,1,CONCACAF Championship,,1739,1885,United States-Mexico,2019-07-07,1,0-1,1-0,1885,1739,Mexico,United States,2.314676989923976,1.0882434837159007,2.044141416943609,0.6496304815971341,1.665046508326842,-0.9558979332277084,3624,146,1.0839562967222542
2986,2019,7,8,Ghana,Tunisia,1,1,African Nations Cup,EG,1615,1627,Ghana-Tunisia,2019-07-08,2,1-1,1-1,1627,1615,Tunisia,Ghana,1.2140622954657783,0.7849048236946083,1.2452324323139297,0.5701690255043681,0.6438932699614102,-0.4603276086193213,3242,12,1.0074303405572755
2994,2019,7,11,Algeria,Ivory Coast,1,1,African Nations Cup,EG,1645,1644,Algeria-Ivory Coast,2019-07-11,2,1-1,1-1,1645,1644,Algeria,Ivory Coast,2.0346386946901323,0.48757934915077616,1.7575238146432222,0.6223830914622335,1.4122556032278988,-1.269944465492446,3289,1,1.0006082725060828
3000,2019,7,14,Algeria,Nigeria,2,1,African Nations Cup,EG,1673,1661,Algeria-Nigeria,2019-07-14,3,2-1,2-1,1673,1661,Algeria,Nigeria,1.8465225683828355,0.5807467402142714,1.4072018914217992,0.9646913883738362,0.8818311800089993,-0.8264551512075278,3334,12,1.0072245635159542
3001,2019,7,14,Senegal,Tunisia,1,0,African Nations Cup,EG,1784,1631,Senegal-Tunisia,2019-07-14,1,1-0,1-0,1784,1631,Senegal,Tunisia,1.4110546649697846,0.2767072524501274,1.5069342639068433,0.6741924852831676,0.736862179686617,-1.2302270114567158,3415,153,1.0938074800735744
3005,2019,7,17,Nigeria,Tunisia,1,0,African Nations Cup,EG,1684,1608,Nigeria-Tunisia,2019-07-17,1,1-0,1-0,1684,1608,Nigeria,Tunisia,1.333165183890563,1.1529293177604114,1.2329462159237807,0.7334302152316825,0.5997349686588804,-0.08001689816336932,3292,76,1.0472636815920398
3009,2019,7,19,Algeria,Senegal,1,0,African Nations Cup,EG,1706,1751,Algeria-Senegal,2019-07-19,1,1-0,0-1,1751,1706,Senegal,Algeria,1.3363174531570965,0.22639684291374057,1.8744275559495924,0.6569746056298584,0.6793428475272381,-1.6480307130358518,3457,45,1.026377491207503
3077,2019,9,5,Ireland,Switzerland,1,1,European Championship qualifier,,1732,1897,Ireland-Switzerland,2019-09-05,2,1-1,1-1,1897,1732,Switzerland,Ireland,1.6616549024668157,1.3399152027837968,0.9205395396062147,0.5418004892157138,1.119854413251102,0.4193756631775821,3629,165,1.0952655889145497
3087,2019,9,5,Romania,Spain,1,2,European Championship qualifier,,1740,2039,Romania-Spain,2019-09-05,3,1-2,2-1,2039,1740,Spain,Romania,2.6439432225507735,0.8356059243496777,2.277342338443713,0.8660609585234461,1.7778822640273275,-1.4417364140940352,3779,299,1.17183908045977
3108,2019,9,6,Scotland,Russia,1,2,European Championship qualifier,,1646,1784,Scotland-Russia,2019-09-06,3,1-2,2-1,1784,1646,Russia,Scotland,2.6736402362991503,0.943224299667693,1.3176954458969077,1.6641524117841868,1.0094878245149634,-0.37447114622921474,3430,138,1.0838396111786148
